Date,Production_Line,Machine_ID,Product,Target_Production,Actual_Production,Defective_Units,Downtime_Minutes,Operating_Hours
2025-10-02,Line 1,M101,Product A,892,864,66,111,6.15
2025-10-02,Line 1,M102,Product D,902,785,11,91,6.48
2025-10-02,Line 2,M201,Product C,1109,993,69,39,7.35
2025-10-02,Line 2,M202,Product C,1032,785,16,130,5.83
2025-10-02,Line 3,M301,Product B,1127,917,13,163,5.28
2025-10-02,Line 3,M302,Product D,831,856,31,120,6.0
2025-10-02,Line 4,M401,Product D,909,696,7,118,6.03
2025-10-02,Line 4,M402,Product C,929,873,13,46,7.23
2025-10-03,Line 1,M101,Product A,940,819,27,125,5.92
2025-10-03,Line 1,M102,Product D,1068,869,65,76,6.73
2025-10-03,Line 2,M201,Product B,827,643,33,97,6.38
2025-10-03,Line 2,M202,Product C,884,715,33,133,5.78
2025-10-03,Line 3,M301,Product D,1074,1027,30,121,5.98
2025-10-03,Line 3,M302,Product C,1154,1062,11,153,5.45
2025-10-03,Line 4,M401,Product B,839,811,45,167,5.22
2025-10-03,Line 4,M402,Product B,965,915,49,13,7.78
2025-10-04,Line 1,M101,Product B,1034,1065,73,91,6.48
2025-10-04,Line 1,M102,Product A,1145,998,75,10,7.83
2025-10-04,Line 2,M201,Product D,864,812,48,158,5.37
2025-10-04,Line 2,M202,Product A,818,667,18,117,6.05
2025-10-04,Line 3,M301,Product B,1107,955,53,63,6.95
2025-10-04,Line 3,M302,Product B,1147,1058,11,104,6.27
2025-10-04,Line 4,M401,Product C,808,679,25,138,5.7
2025-10-04,Line 4,M402,Product A,1158,1041,68,115,6.08
2025-10-05,Line 1,M101,Product D,980,838,42,119,6.02
2025-10-05,Line 1,M102,Product C,858,881,37,119,6.02
2025-10-05,Line 2,M201,Product C,890,815,18,148,5.53
2025-10-05,Line 2,M202,Product D,995,831,50,121,5.98
2025-10-05,Line 3,M301,Product C,1159,1084,22,32,7.47
2025-10-05,Line 3,M302,Product A,845,798,46,115,6.08
2025-10-05,Line 4,M401,Product A,1054,1027,79,35,7.42
2025-10-05,Line 4,M402,Product D,1057,977,13,180,5.0
2025-10-06,Line 1,M101,Product C,1015,825,57,126,5.9
2025-10-06,Line 1,M102,Product D,858,693,36,41,7.32
2025-10-06,Line 2,M201,Product C,1037,906,59,11,7.82
2025-10-06,Line 2,M202,Product C,1200,980,45,78,6.7
2025-10-06,Line 3,M301,Product C,957,958,62,71,6.82
2025-10-06,Line 3,M302,Product A,1012,768,8,49,7.18
2025-10-06,Line 4,M401,Product C,1065,1060,50,95,6.42
2025-10-06,Line 4,M402,Product B,1092,1144,41,152,5.47
2025-10-07,Line 1,M101,Product D,898,839,33,23,7.62
2025-10-07,Line 1,M102,Product D,865,892,57,54,7.1
2025-10-07,Line 2,M201,Product D,962,870,35,69,6.85
2025-10-07,Line 2,M202,Product A,1163,1151,75,40,7.33
2025-10-07,Line 3,M301,Product D,1190,1116,44,151,5.48
2025-10-07,Line 3,M302,Product B,965,782,12,16,7.73
2025-10-07,Line 4,M401,Product D,805,755,44,49,7.18
2025-10-07,Line 4,M402,Product A,1116,1073,20,156,5.4
2025-10-08,Line 1,M101,Product D,812,789,15,126,5.9
2025-10-08,Line 1,M102,Product C,895,735,21,86,6.57
2025-10-08,Line 2,M201,Product B,1074,1076,58,76,6.73
2025-10-08,Line 2,M202,Product A,940,728,16,170,5.17
2025-10-08,Line 3,M301,Product A,1126,1177,24,38,7.37
2025-10-08,Line 3,M302,Product D,1105,869,17,82,6.63
2025-10-08,Line 4,M401,Product C,892,693,37,102,6.3
2025-10-08,Line 4,M402,Product B,1000,780,57,15,7.75
2025-10-09,Line 1,M101,Product D,837,749,47,29,7.52
2025-10-09,Line 1,M102,Product B,1151,1008,50,172,5.13
2025-10-09,Line 2,M201,Product D,882,709,7,55,7.08
2025-10-09,Line 2,M202,Product A,860,896,52,133,5.78
2025-10-09,Line 3,M301,Product A,881,798,23,41,7.32
2025-10-09,Line 3,M302,Product B,1110,842,9,142,5.63
2025-10-09,Line 4,M401,Product B,910,919,23,65,6.92
2025-10-09,Line 4,M402,Product A,967,765,12,42,7.3
2025-10-10,Line 1,M101,Product C,940,840,13,99,6.35
2025-10-10,Line 1,M102,Product C,1039,1011,73,121,5.98
2025-10-10,Line 2,M201,Product D,898,740,19,81,6.65
2025-10-10,Line 2,M202,Product D,852,788,56,160,5.33
2025-10-10,Line 3,M301,Product C,884,873,69,134,5.77
2025-10-10,Line 3,M302,Product D,1028,901,43,91,6.48
2025-10-10,Line 4,M401,Product A,1110,960,34,155,5.42
2025-10-10,Line 4,M402,Product C,991,1010,18,125,5.92
2025-10-11,Line 1,M101,Product B,817,847,24,160,5.33
2025-10-11,Line 1,M102,Product D,950,884,64,175,5.08
2025-10-11,Line 2,M201,Product C,1003,761,18,92,6.47
2025-10-11,Line 2,M202,Product D,895,767,11,65,6.92
2025-10-11,Line 3,M301,Product C,990,785,27,41,7.32
2025-10-11,Line 3,M302,Product A,963,921,51,64,6.93
2025-10-11,Line 4,M401,Product D,1090,1077,39,153,5.45
2025-10-11,Line 4,M402,Product A,997,832,21,144,5.6
2025-10-12,Line 1,M101,Product B,852,782,52,165,5.25
2025-10-12,Line 1,M102,Product A,1093,1112,64,121,5.98
2025-10-12,Line 2,M201,Product C,963,779,10,136,5.73
2025-10-12,Line 2,M202,Product D,823,861,34,40,7.33
2025-10-12,Line 3,M301,Product A,1031,826,28,161,5.32
2025-10-12,Line 3,M302,Product D,921,850,26,14,7.77
2025-10-12,Line 4,M401,Product A,1036,865,61,113,6.12
2025-10-12,Line 4,M402,Product A,1073,1100,16,96,6.4
2025-10-13,Line 1,M101,Product A,835,743,58,116,6.07
2025-10-13,Line 1,M102,Product C,940,794,29,112,6.13
2025-10-13,Line 2,M201,Product A,1084,1064,73,166,5.23
2025-10-13,Line 2,M202,Product A,1001,840,37,136,5.73
2025-10-13,Line 3,M301,Product A,991,1022,23,17,7.72
2025-10-13,Line 3,M302,Product B,824,822,16,36,7.4
2025-10-13,Line 4,M401,Product C,1152,1114,39,53,7.12
2025-10-13,Line 4,M402,Product A,897,867,59,104,6.27
2025-10-14,Line 1,M101,Product A,1152,1163,44,21,7.65
2025-10-14,Line 1,M102,Product A,824,852,12,77,6.72
2025-10-14,Line 2,M201,Product C,1152,1075,58,79,6.68
2025-10-14,Line 2,M202,Product B,870,804,15,42,7.3
2025-10-14,Line 3,M301,Product C,875,853,64,115,6.08
2025-10-14,Line 3,M302,Product D,1142,898,38,157,5.38
2025-10-14,Line 4,M401,Product D,1138,1020,45,92,6.47
2025-10-14,Line 4,M402,Product D,915,711,56,85,6.58
2025-10-15,Line 1,M101,Product A,980,899,39,178,5.03
2025-10-15,Line 1,M102,Product B,1155,893,71,25,7.58
2025-10-15,Line 2,M201,Product B,806,766,36,108,6.2
2025-10-15,Line 2,M202,Product B,1049,819,21,161,5.32
2025-10-15,Line 3,M301,Product C,1189,1228,70,177,5.05
2025-10-15,Line 3,M302,Product B,1058,827,16,66,6.9
2025-10-15,Line 4,M401,Product C,997,1039,75,61,6.98
2025-10-15,Line 4,M402,Product D,896,690,33,52,7.13
2025-10-16,Line 1,M101,Product C,1095,1034,28,128,5.87
2025-10-16,Line 1,M102,Product A,1181,924,11,127,5.88
2025-10-16,Line 2,M201,Product B,936,710,49,145,5.58
2025-10-16,Line 2,M202,Product D,980,813,43,31,7.48
2025-10-16,Line 3,M301,Product C,1020,829,33,138,5.7
2025-10-16,Line 3,M302,Product D,1060,901,65,79,6.68
2025-10-16,Line 4,M401,Product C,850,650,30,118,6.03
2025-10-16,Line 4,M402,Product B,950,766,18,162,5.3
2025-10-17,Line 1,M101,Product C,1071,998,75,120,6.0
2025-10-17,Line 1,M102,Product A,1148,878,23,38,7.37
2025-10-17,Line 2,M201,Product B,858,657,8,157,5.38
2025-10-17,Line 2,M202,Product C,922,709,13,80,6.67
2025-10-17,Line 3,M301,Product B,1117,1072,61,110,6.17
2025-10-17,Line 3,M302,Product D,851,694,50,78,6.7
2025-10-17,Line 4,M401,Product D,905,725,20,98,6.37
2025-10-17,Line 4,M402,Product C,1161,1078,10,34,7.43
2025-10-18,Line 1,M101,Product B,1057,1080,71,88,6.53
2025-10-18,Line 1,M102,Product B,887,749,11,52,7.13
2025-10-18,Line 2,M201,Product B,970,989,27,13,7.78
2025-10-18,Line 2,M202,Product D,1019,866,19,77,6.72
2025-10-18,Line 3,M301,Product A,887,845,62,12,7.8
2025-10-18,Line 3,M302,Product C,1042,963,71,73,6.78
2025-10-18,Line 4,M401,Product D,856,653,7,155,5.42
2025-10-18,Line 4,M402,Product C,916,831,18,47,7.22
2025-10-19,Line 1,M101,Product A,851,716,54,95,6.42
2025-10-19,Line 1,M102,Product D,1051,1019,79,75,6.75
2025-10-19,Line 2,M201,Product D,929,798,7,100,6.33
2025-10-19,Line 2,M202,Product C,1163,988,75,179,5.02
2025-10-19,Line 3,M301,Product D,857,712,40,173,5.12
2025-10-19,Line 3,M302,Product A,875,913,37,178,5.03
2025-10-19,Line 4,M401,Product B,982,883,23,157,5.38
2025-10-19,Line 4,M402,Product D,984,798,12,59,7.02
2025-10-20,Line 1,M101,Product D,1127,881,25,170,5.17
2025-10-20,Line 1,M102,Product D,1069,857,66,99,6.35
2025-10-20,Line 2,M201,Product C,1000,926,44,89,6.52
2025-10-20,Line 2,M202,Product B,821,758,51,97,6.38
2025-10-20,Line 3,M301,Product A,1021,1009,54,83,6.62
2025-10-20,Line 3,M302,Product A,804,723,50,47,7.22
2025-10-20,Line 4,M401,Product D,1148,912,46,169,5.18
2025-10-20,Line 4,M402,Product B,955,855,12,85,6.58
2025-10-21,Line 1,M101,Product A,1032,786,25,161,5.32
2025-10-21,Line 1,M102,Product A,827,741,7,120,6.0
2025-10-21,Line 2,M201,Product C,1138,1138,17,74,6.77
2025-10-21,Line 2,M202,Product B,979,992,73,180,5.0
2025-10-21,Line 3,M301,Product B,844,813,17,60,7.0
2025-10-21,Line 3,M302,Product D,1099,1127,48,66,6.9
2025-10-21,Line 4,M401,Product A,1042,1073,41,173,5.12
2025-10-21,Line 4,M402,Product D,1016,883,65,35,7.42
2025-10-22,Line 1,M101,Product C,954,886,19,154,5.43
2025-10-22,Line 1,M102,Product D,1147,1161,85,45,7.25
2025-10-22,Line 2,M201,Product B,928,733,42,61,6.98
2025-10-22,Line 2,M202,Product C,956,741,43,170,5.17
2025-10-22,Line 3,M301,Product D,1079,868,58,121,5.98
2025-10-22,Line 3,M302,Product A,870,789,51,90,6.5
2025-10-22,Line 4,M401,Product C,1039,889,67,117,6.05
2025-10-22,Line 4,M402,Product D,1036,785,42,16,7.73
2025-10-23,Line 1,M101,Product D,845,825,47,87,6.55
2025-10-23,Line 1,M102,Product B,1097,991,25,168,5.2
2025-10-23,Line 2,M201,Product C,827,807,33,42,7.3
2025-10-23,Line 2,M202,Product D,1143,859,59,142,5.63
2025-10-23,Line 3,M301,Product D,827,641,23,176,5.07
2025-10-23,Line 3,M302,Product A,970,900,46,154,5.43
2025-10-23,Line 4,M401,Product D,1153,979,16,41,7.32
2025-10-23,Line 4,M402,Product A,1159,940,27,153,5.45
2025-10-24,Line 1,M101,Product D,869,710,50,173,5.12
2025-10-24,Line 1,M102,Product B,954,895,8,134,5.77
2025-10-24,Line 2,M201,Product B,858,660,15,164,5.27
2025-10-24,Line 2,M202,Product A,1066,830,21,36,7.4
2025-10-24,Line 3,M301,Product D,812,811,36,110,6.17
2025-10-24,Line 3,M302,Product A,862,724,37,57,7.05
2025-10-24,Line 4,M401,Product B,1079,893,64,178,5.03
2025-10-24,Line 4,M402,Product A,1021,810,9,57,7.05
2025-10-25,Line 1,M101,Product B,1181,1118,32,140,5.67
2025-10-25,Line 1,M102,Product B,1043,932,46,180,5.0
2025-10-25,Line 2,M201,Product A,1101,988,44,110,6.17
2025-10-25,Line 2,M202,Product D,1157,1145,70,116,6.07
2025-10-25,Line 3,M301,Product D,875,663,35,40,7.33
2025-10-25,Line 3,M302,Product D,805,743,9,175,5.08
2025-10-25,Line 4,M401,Product D,821,839,30,45,7.25
2025-10-25,Line 4,M402,Product D,1170,1038,11,50,7.17
2025-10-26,Line 1,M101,Product C,1056,1063,74,63,6.95
2025-10-26,Line 1,M102,Product C,1161,1053,75,26,7.57
2025-10-26,Line 2,M201,Product B,1135,902,52,127,5.88
2025-10-26,Line 2,M202,Product B,942,928,47,110,6.17
2025-10-26,Line 3,M301,Product A,1130,1011,70,165,5.25
2025-10-26,Line 3,M302,Product B,1094,1053,74,178,5.03
2025-10-26,Line 4,M401,Product C,866,830,45,158,5.37
2025-10-26,Line 4,M402,Product C,1099,1027,61,27,7.55
2025-10-27,Line 1,M101,Product A,815,819,18,69,6.85
2025-10-27,Line 1,M102,Product A,1140,891,68,92,6.47
2025-10-27,Line 2,M201,Product B,1195,1186,41,36,7.4
2025-10-27,Line 2,M202,Product B,1172,1192,64,26,7.57
2025-10-27,Line 3,M301,Product A,1113,918,13,28,7.53
2025-10-27,Line 3,M302,Product D,1190,1026,13,54,7.1
2025-10-27,Line 4,M401,Product C,855,820,32,44,7.27
2025-10-27,Line 4,M402,Product B,900,743,35,83,6.62
2025-10-28,Line 1,M101,Product B,903,878,35,145,5.58
2025-10-28,Line 1,M102,Product B,844,780,47,34,7.43
2025-10-28,Line 2,M201,Product B,817,811,8,102,6.3
2025-10-28,Line 2,M202,Product D,1090,996,18,97,6.38
2025-10-28,Line 3,M301,Product B,1149,1113,78,137,5.72
2025-10-28,Line 3,M302,Product B,906,834,38,138,5.7
2025-10-28,Line 4,M401,Product C,982,918,26,27,7.55
2025-10-28,Line 4,M402,Product D,1018,954,18,155,5.42
2025-10-29,Line 1,M101,Product A,865,851,27,35,7.42
2025-10-29,Line 1,M102,Product A,1055,864,46,148,5.53
2025-10-29,Line 2,M201,Product C,811,662,24,74,6.77
2025-10-29,Line 2,M202,Product D,1160,994,29,83,6.62
2025-10-29,Line 3,M301,Product A,1073,989,75,166,5.23
2025-10-29,Line 3,M302,Product C,1004,939,23,159,5.35
2025-10-29,Line 4,M401,Product D,934,883,10,96,6.4
2025-10-29,Line 4,M402,Product D,933,755,55,25,7.58
2025-10-30,Line 1,M101,Product B,904,826,54,94,6.43
2025-10-30,Line 1,M102,Product A,920,826,59,154,5.43
2025-10-30,Line 2,M201,Product A,977,1020,63,163,5.28
2025-10-30,Line 2,M202,Product A,1082,966,25,79,6.68
2025-10-30,Line 3,M301,Product A,853,648,38,67,6.88
2025-10-30,Line 3,M302,Product C,1020,911,38,15,7.75
2025-10-30,Line 4,M401,Product A,813,798,58,60,7.0
2025-10-30,Line 4,M402,Product D,1149,1097,12,151,5.48
2025-10-31,Line 1,M101,Product D,826,715,31,42,7.3
2025-10-31,Line 1,M102,Product D,1159,1017,27,39,7.35
2025-10-31,Line 2,M201,Product D,860,876,70,104,6.27
2025-10-31,Line 2,M202,Product C,899,766,10,70,6.83
2025-10-31,Line 3,M301,Product B,847,784,21,115,6.08
2025-10-31,Line 3,M302,Product A,807,816,23,24,7.6
2025-10-31,Line 4,M401,Product A,829,653,17,82,6.63
2025-10-31,Line 4,M402,Product A,960,820,49,72,6.8
2025-11-01,Line 1,M101,Product C,866,806,38,178,5.03
2025-11-01,Line 1,M102,Product A,1136,878,24,149,5.52
2025-11-01,Line 2,M201,Product B,1053,1012,55,66,6.9
2025-11-01,Line 2,M202,Product D,1165,979,55,151,5.48
2025-11-01,Line 3,M301,Product C,1134,933,43,91,6.48
2025-11-01,Line 3,M302,Product A,827,706,33,169,5.18
2025-11-01,Line 4,M401,Product D,943,729,15,143,5.62
2025-11-01,Line 4,M402,Product B,956,929,35,41,7.32
2025-11-02,Line 1,M101,Product C,1171,1165,29,19,7.68
2025-11-02,Line 1,M102,Product B,1157,1020,68,39,7.35
2025-11-02,Line 2,M201,Product A,1055,1055,44,81,6.65
2025-11-02,Line 2,M202,Product D,953,951,19,25,7.58
2025-11-02,Line 3,M301,Product C,1112,962,11,107,6.22
2025-11-02,Line 3,M302,Product D,1027,783,20,107,6.22
2025-11-02,Line 4,M401,Product B,1137,999,15,179,5.02
2025-11-02,Line 4,M402,Product C,816,744,29,16,7.73
2025-11-03,Line 1,M101,Product C,934,927,36,17,7.72
2025-11-03,Line 1,M102,Product C,1171,1169,66,119,6.02
2025-11-03,Line 2,M201,Product A,855,783,53,83,6.62
2025-11-03,Line 2,M202,Product D,1017,937,42,51,7.15
2025-11-03,Line 3,M301,Product D,1039,1011,40,43,7.28
2025-11-03,Line 3,M302,Product A,943,933,44,31,7.48
2025-11-03,Line 4,M401,Product B,1194,1089,53,156,5.4
2025-11-03,Line 4,M402,Product D,819,765,30,78,6.7
2025-11-04,Line 1,M101,Product C,1200,1135,88,13,7.78
2025-11-04,Line 1,M102,Product A,957,880,28,77,6.72
2025-11-04,Line 2,M201,Product B,1027,912,65,12,7.8
2025-11-04,Line 2,M202,Product D,818,850,38,173,5.12
2025-11-04,Line 3,M301,Product B,1009,774,12,80,6.67
2025-11-04,Line 3,M302,Product C,832,733,23,80,6.67
2025-11-04,Line 4,M401,Product C,1053,829,48,54,7.1
2025-11-04,Line 4,M402,Product B,1116,1056,39,39,7.35
2025-11-05,Line 1,M101,Product A,894,854,63,122,5.97
2025-11-05,Line 1,M102,Product C,821,752,21,25,7.58
2025-11-05,Line 2,M201,Product C,931,702,29,148,5.53
2025-11-05,Line 2,M202,Product A,1107,908,22,29,7.52
2025-11-05,Line 3,M301,Product D,857,774,22,62,6.97
2025-11-05,Line 3,M302,Product C,1092,940,62,28,7.53
2025-11-05,Line 4,M401,Product D,944,748,27,165,5.25
2025-11-05,Line 4,M402,Product C,971,1012,57,130,5.83
2025-11-06,Line 1,M101,Product C,1118,848,31,21,7.65
2025-11-06,Line 1,M102,Product C,876,896,11,37,7.38
2025-11-06,Line 2,M201,Product B,960,867,57,140,5.67
2025-11-06,Line 2,M202,Product C,910,785,44,18,7.7
2025-11-06,Line 3,M301,Product B,995,973,19,29,7.52
2025-11-06,Line 3,M302,Product B,1089,981,62,147,5.55
2025-11-06,Line 4,M401,Product A,1070,1058,70,178,5.03
2025-11-06,Line 4,M402,Product D,962,799,60,157,5.38
2025-11-07,Line 1,M101,Product C,924,784,58,102,6.3
2025-11-07,Line 1,M102,Product B,1033,872,15,71,6.82
2025-11-07,Line 2,M201,Product D,1175,1218,64,102,6.3
2025-11-07,Line 2,M202,Product A,980,899,17,102,6.3
2025-11-07,Line 3,M301,Product D,1109,908,62,68,6.87
2025-11-07,Line 3,M302,Product B,1075,885,66,114,6.1
2025-11-07,Line 4,M401,Product B,1110,919,45,97,6.38
2025-11-07,Line 4,M402,Product C,860,666,32,139,5.68
2025-11-08,Line 1,M101,Product B,1094,982,34,56,7.07
2025-11-08,Line 1,M102,Product D,807,645,32,77,6.72
2025-11-08,Line 2,M201,Product D,1180,920,13,120,6.0
2025-11-08,Line 2,M202,Product A,1153,922,18,43,7.28
2025-11-08,Line 3,M301,Product D,1016,870,33,152,5.47
2025-11-08,Line 3,M302,Product B,1164,975,52,96,6.4
2025-11-08,Line 4,M401,Product A,1169,892,53,124,5.93
2025-11-08,Line 4,M402,Product D,1122,992,64,84,6.6
2025-11-09,Line 1,M101,Product D,1158,915,32,160,5.33
2025-11-09,Line 1,M102,Product A,877,893,55,176,5.07
2025-11-09,Line 2,M201,Product D,994,841,19,140,5.67
2025-11-09,Line 2,M202,Product C,1195,930,47,136,5.73
2025-11-09,Line 3,M301,Product C,824,757,40,158,5.37
2025-11-09,Line 3,M302,Product D,946,801,28,55,7.08
2025-11-09,Line 4,M401,Product B,821,816,55,63,6.95
2025-11-09,Line 4,M402,Product D,1065,887,64,167,5.22
2025-11-10,Line 1,M101,Product C,850,726,17,40,7.33
2025-11-10,Line 1,M102,Product C,940,842,22,53,7.12
2025-11-10,Line 2,M201,Product C,932,975,22,69,6.85
2025-11-10,Line 2,M202,Product C,872,679,41,140,5.67
2025-11-10,Line 3,M301,Product B,814,756,9,148,5.53
2025-11-10,Line 3,M302,Product B,803,719,8,104,6.27
2025-11-10,Line 4,M401,Product B,944,974,63,123,5.95
2025-11-10,Line 4,M402,Product B,1032,865,15,40,7.33
2025-11-11,Line 1,M101,Product D,1021,916,20,45,7.25
2025-11-11,Line 1,M102,Product C,1174,1116,56,30,7.5
2025-11-11,Line 2,M201,Product B,1172,905,29,139,5.68
2025-11-11,Line 2,M202,Product C,941,833,55,141,5.65
2025-11-11,Line 3,M301,Product A,1161,1110,15,120,6.0
2025-11-11,Line 3,M302,Product A,1161,1147,51,58,7.03
2025-11-11,Line 4,M401,Product A,1124,1054,41,45,7.25
2025-11-11,Line 4,M402,Product D,912,868,24,130,5.83
2025-11-12,Line 1,M101,Product B,1048,1041,73,82,6.63
2025-11-12,Line 1,M102,Product B,901,847,13,142,5.63
2025-11-12,Line 2,M201,Product B,801,705,38,152,5.47
2025-11-12,Line 2,M202,Product B,1163,934,62,77,6.72
2025-11-12,Line 3,M301,Product D,1123,1038,54,133,5.78
2025-11-12,Line 3,M302,Product B,953,955,46,134,5.77
2025-11-12,Line 4,M401,Product D,1122,973,54,149,5.52
2025-11-12,Line 4,M402,Product D,951,740,14,83,6.62
2025-11-13,Line 1,M101,Product D,1028,871,50,118,6.03
2025-11-13,Line 1,M102,Product A,890,791,27,179,5.02
2025-11-13,Line 2,M201,Product A,977,937,25,133,5.78
2025-11-13,Line 2,M202,Product D,1107,967,39,17,7.72
2025-11-13,Line 3,M301,Product C,937,845,64,114,6.1
2025-11-13,Line 3,M302,Product A,1087,1066,43,91,6.48
2025-11-13,Line 4,M401,Product D,1000,992,63,112,6.13
2025-11-13,Line 4,M402,Product C,827,686,52,66,6.9
2025-11-14,Line 1,M101,Product C,1125,1120,50,124,5.93
2025-11-14,Line 1,M102,Product D,913,841,18,147,5.55
2025-11-14,Line 2,M201,Product B,1199,1124,89,166,5.23
2025-11-14,Line 2,M202,Product C,866,806,9,15,7.75
2025-11-14,Line 3,M301,Product D,846,832,29,100,6.33
2025-11-14,Line 3,M302,Product A,1135,868,21,102,6.3
2025-11-14,Line 4,M401,Product B,880,881,33,68,6.87
2025-11-14,Line 4,M402,Product C,882,902,51,115,6.08
2025-11-15,Line 1,M101,Product B,1083,1050,11,19,7.68
2025-11-15,Line 1,M102,Product A,1186,1224,25,138,5.7
2025-11-15,Line 2,M201,Product D,1048,799,25,87,6.55
2025-11-15,Line 2,M202,Product A,917,861,52,73,6.78
2025-11-15,Line 3,M301,Product A,939,915,57,177,5.05
2025-11-15,Line 3,M302,Product D,867,863,64,79,6.68
2025-11-15,Line 4,M401,Product A,839,647,51,116,6.07
2025-11-15,Line 4,M402,Product A,807,785,41,164,5.27
2025-11-16,Line 1,M101,Product B,848,823,58,110,6.17
2025-11-16,Line 1,M102,Product B,1110,1118,52,118,6.03
2025-11-16,Line 2,M201,Product A,954,793,19,35,7.42
2025-11-16,Line 2,M202,Product C,1135,1047,58,84,6.6
2025-11-16,Line 3,M301,Product D,847,691,32,153,5.45
2025-11-16,Line 3,M302,Product C,1047,874,52,146,5.57
2025-11-16,Line 4,M401,Product B,995,751,38,110,6.17
2025-11-16,Line 4,M402,Product C,1190,1087,23,125,5.92
2025-11-17,Line 1,M101,Product B,1095,1141,61,69,6.85
2025-11-17,Line 1,M102,Product D,989,883,14,174,5.1
2025-11-17,Line 2,M201,Product C,970,769,47,31,7.48
2025-11-17,Line 2,M202,Product A,1087,870,63,135,5.75
2025-11-17,Line 3,M301,Product B,842,667,45,131,5.82
2025-11-17,Line 3,M302,Product B,830,813,24,115,6.08
2025-11-17,Line 4,M401,Product C,1179,1003,29,19,7.68
2025-11-17,Line 4,M402,Product C,1152,1059,62,11,7.82
2025-11-18,Line 1,M101,Product C,1153,937,71,149,5.52
2025-11-18,Line 1,M102,Product D,960,996,39,92,6.47
2025-11-18,Line 2,M201,Product D,1162,1039,81,30,7.5
2025-11-18,Line 2,M202,Product A,1017,976,57,42,7.3
2025-11-18,Line 3,M301,Product A,882,799,14,52,7.13
2025-11-18,Line 3,M302,Product B,1024,1035,24,19,7.68
2025-11-18,Line 4,M401,Product D,1053,843,59,144,5.6
2025-11-18,Line 4,M402,Product D,871,848,43,117,6.05
2025-11-19,Line 1,M101,Product D,804,674,33,85,6.58
2025-11-19,Line 1,M102,Product C,1067,903,56,154,5.43
2025-11-19,Line 2,M201,Product B,872,729,50,62,6.97
2025-11-19,Line 2,M202,Product C,1065,991,69,128,5.87
2025-11-19,Line 3,M301,Product B,969,996,26,52,7.13
2025-11-19,Line 3,M302,Product D,805,680,17,48,7.2
2025-11-19,Line 4,M401,Product D,834,874,8,89,6.52
2025-11-19,Line 4,M402,Product B,902,864,42,127,5.88
2025-11-20,Line 1,M101,Product C,848,651,35,162,5.3
2025-11-20,Line 1,M102,Product B,834,713,42,67,6.88
2025-11-20,Line 2,M201,Product C,1121,845,20,80,6.67
2025-11-20,Line 2,M202,Product C,1018,941,48,104,6.27
2025-11-20,Line 3,M301,Product D,930,854,49,178,5.03
2025-11-20,Line 3,M302,Product B,839,778,13,65,6.92
2025-11-20,Line 4,M401,Product C,891,738,13,42,7.3
2025-11-20,Line 4,M402,Product D,969,894,43,167,5.22
2025-11-21,Line 1,M101,Product D,907,725,57,69,6.85
2025-11-21,Line 1,M102,Product B,846,870,47,47,7.22
2025-11-21,Line 2,M201,Product B,884,789,7,92,6.47
2025-11-21,Line 2,M202,Product A,826,653,34,118,6.03
2025-11-21,Line 3,M301,Product D,967,813,56,40,7.33
2025-11-21,Line 3,M302,Product B,1086,942,58,131,5.82
2025-11-21,Line 4,M401,Product C,959,960,49,145,5.58
2025-11-21,Line 4,M402,Product A,1109,1111,32,172,5.13
2025-11-22,Line 1,M101,Product C,1164,922,64,153,5.45
2025-11-22,Line 1,M102,Product D,1050,1006,42,40,7.33
2025-11-22,Line 2,M201,Product D,1133,968,12,103,6.28
2025-11-22,Line 2,M202,Product D,1194,1135,65,64,6.93
2025-11-22,Line 3,M301,Product B,995,857,67,12,7.8
2025-11-22,Line 3,M302,Product B,1026,880,20,11,7.82
2025-11-22,Line 4,M401,Product C,968,753,30,74,6.77
2025-11-22,Line 4,M402,Product A,1110,923,44,174,5.1
2025-11-23,Line 1,M101,Product D,1003,765,51,74,6.77
2025-11-23,Line 1,M102,Product C,1120,859,44,17,7.72
2025-11-23,Line 2,M201,Product D,1111,1043,72,54,7.1
2025-11-23,Line 2,M202,Product D,1183,1197,80,36,7.4
2025-11-23,Line 3,M301,Product A,989,750,52,49,7.18
2025-11-23,Line 3,M302,Product B,867,671,13,24,7.6
2025-11-23,Line 4,M401,Product D,1126,1084,50,34,7.43
2025-11-23,Line 4,M402,Product C,899,850,55,14,7.77
2025-11-24,Line 1,M101,Product C,1144,1149,51,53,7.12
2025-11-24,Line 1,M102,Product C,1064,802,50,113,6.12
2025-11-24,Line 2,M201,Product D,1141,1084,18,59,7.02
2025-11-24,Line 2,M202,Product B,1173,973,31,123,5.95
2025-11-24,Line 3,M301,Product A,941,877,52,139,5.68
2025-11-24,Line 3,M302,Product D,888,835,61,10,7.83
2025-11-24,Line 4,M401,Product C,940,863,15,97,6.38
2025-11-24,Line 4,M402,Product D,1090,1090,21,154,5.43
2025-11-25,Line 1,M101,Product D,845,663,11,56,7.07
2025-11-25,Line 1,M102,Product A,895,756,47,15,7.75
2025-11-25,Line 2,M201,Product B,805,656,29,127,5.88
2025-11-25,Line 2,M202,Product A,1170,1208,51,174,5.1
2025-11-25,Line 3,M301,Product B,1182,1154,27,89,6.52
2025-11-25,Line 3,M302,Product A,994,956,31,81,6.65
2025-11-25,Line 4,M401,Product B,1089,919,37,58,7.03
2025-11-25,Line 4,M402,Product C,902,724,25,76,6.73
